pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
amphetamine_stims|ndri_bupropion,ndri_bupropion,amphetamine_stims,1,4,5,2,cohen_2021;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",cohen_2021::chunk::bbefec5b8cb7,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,cohen_2021::chunk::bbefec5b8cb7;schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
amphetamine_stims|nn_dmt,nn_dmt,amphetamine_stims,1,5,6,3,barnett_2025;malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | The pharmacological interaction of compounds in ayahuasca: a systematic review",barnett_2025::chunk::757c0ee1256e,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,barnett_2025::chunk::757c0ee1256e;malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
amphetamine_stims|psilocybin,psilocybin,amphetamine_stims,8,1,9,4,barnett_2025;halman_2024;rached_2026;sarparast_2022,"Drug-drug interactions between psychiatric medications and MDMA or psilocybin | Drug-drug interactions involving classic psychedelics: A systematic review | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",barnett_2025::chunk::225be6350ec5;barnett_2025::chunk::3fcb2ab61e99;barnett_2025::chunk::5120952c05c8;barnett_2025::chunk::5ff382b65270;barnett_2025::chunk::757c0ee1256e;barnett_2025::chunk::fb2770cfab81;rached_2026::chunk::f0b8f4bd20a9;sarparast_2022::chunk::9e324cb4543a,halman_2024::chunk::3034cb6a7fd1,barnett_2025::chunk::225be6350ec5;barnett_2025::chunk::3fcb2ab61e99;barnett_2025::chunk::5120952c05c8;barnett_2025::chunk::5ff382b65270;barnett_2025::chunk::757c0ee1256e;barnett_2025::chunk::fb2770cfab81;halman_2024::chunk::3034cb6a7fd1;rached_2026::chunk::f0b8f4bd20a9;sarparast_2022::chunk::9e324cb4543a
amphetamine_stims|salvia,salvia,amphetamine_stims,0,0,0,0,,,,,
amphetamine_stims|serotonergic_opioids,amphetamine_stims,serotonergic_opioids,7,0,7,4,baldo_2020;cohen_2021;lindsey_2012;rached_2026,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::5260debb84cf;cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;cohen_2021::chunk::bbefec5b8cb7;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::f0b8f4bd20a9,,baldo_2020::chunk::5260debb84cf;cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;cohen_2021::chunk::bbefec5b8cb7;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::f0b8f4bd20a9
amphetamine_stims|snri,snri,amphetamine_stims,2,0,2,2,cohen_2021;gillman_2023,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Monoamine oxidase inhibitors and clinically relevant drug interactions,cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f,,cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f
amphetamine_stims|ssri,ssri,amphetamine_stims,4,0,4,4,cohen_2021;gillman_2023;liechti_2014;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Effects of MDMA on body temperature in humans | Monoamine oxidase inhibitors and clinically relevant drug interactions",cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f;liechti_2014::chunk::cd95581ced7b;malcolm_2023::chunk::7bae4d7c0d3d,,cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f;liechti_2014::chunk::cd95581ced7b;malcolm_2023::chunk::7bae4d7c0d3d
amphetamine_stims|tobacco_rape,tobacco_rape,amphetamine_stims,2,1,3,3,cohen_2021;rached_2026;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8,schmid_2015_a::chunk::39c967e598af,cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8;schmid_2015_a::chunk::39c967e598af
amphetamine_stims|tricyclic_ad,tricyclic_ad,amphetamine_stims,0,0,0,0,,,,,
amphetamine_stims|two_c_x,amphetamine_stims,two_c_x,0,0,0,0,,,,,
amphetamine_stims|yopo,yopo,amphetamine_stims,0,0,0,0,,,,,
antihypertensives|antihypertensives,antihypertensives,antihypertensives,0,0,0,0,,,,,
antihypertensives|antipsychotics,antipsychotics,antihypertensives,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antihypertensives|atypical_ad,atypical_ad,antihypertensives,0,0,0,0,,,,,
antihypertensives|ayahuasca,ayahuasca,antihypertensives,0,19,19,3,malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb
antihypertensives|belladonna,belladonna,antihypertensives,0,0,0,0,,,,,
antihypertensives|benzodiazepines,antihypertensives,benzodiazepines,0,0,0,0,,,,,
antihypertensives|beta_blockers,antihypertensives,beta_blockers,0,0,0,0,,,,,
antihypertensives|beta_blockers_ccb,antihypertensives,beta_blockers_ccb,0,0,0,0,,,,,
antihypertensives|brugmansia,brugmansia,antihypertensives,0,0,0,0,,,,,
antihypertensives|calcium_channel_blockers,antihypertensives,calcium_channel_blockers,0,0,0,0,,,,,
antihypertensives|cannabis,cannabis,antihypertensives,0,0,0,0,,,,,
antihypertensives|clonidine,antihypertensives,clonidine,0,0,0,0,,,,,
antihypertensives|clonidine_guanfacine,antihypertensives,clonidine_guanfacine,0,0,0,0,,,,,
antihypertensives|cocaine,cocaine,antihypertensives,0,0,0,0,,,,,
antihypertensives|dox,dox,antihypertensives,0,0,0,0,,,,,
antihypertensives|five_meo_dmt,five_meo_dmt,antihypertensives,0,0,0,0,,,,,
antihypertensives|guanfacine,antihypertensives,guanfacine,0,0,0,0,,,,,
antihypertensives|iboga,antihypertensives,iboga,0,0,0,0,,,,,
antihypertensives|kambo,kambo,antihypertensives,0,0,0,0,,,,,
antihypertensives|ketamine,antihypertensives,ketamine,0,0,0,0,,,,,
antihypertensives|lamotrigine,antihypertensives,lamotrigine,0,0,0,0,,,,,
antihypertensives|lithium,antihypertensives,lithium,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
antihypertensives|lsd,lsd,antihypertensives,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
antihypertensives|maoi_pharma,maoi_pharma,antihypertensives,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
antihypertensives|mdma,mdma,antihypertensives,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
antihypertensives|mescaline_peyote,mescaline_peyote,antihypertensives,0,0,0,0,,,,,
antihypertensives|methylphenidate,methylphenidate,antihypertensives,0,0,0,0,,,,,
antihypertensives|nbome_series,nbome_series,antihypertensives,0,0,0,0,,,,,
antihypertensives|ndri_bupropion,ndri_bupropion,antihypertensives,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
antihypertensives|nn_dmt,nn_dmt,antihypertensives,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
antihypertensives|psilocybin,psilocybin,antihypertensives,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
antihypertensives|salvia,salvia,antihypertensives,0,0,0,0,,,,,
antihypertensives|serotonergic_opioids,serotonergic_opioids,antihypertensives,0,0,0,0,,,,,
antihypertensives|snri,snri,antihypertensives,0,0,0,0,,,,,
antihypertensives|ssri,ssri,antihypertensives,0,0,0,0,,,,,
antihypertensives|tobacco_rape,tobacco_rape,antihypertensives,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
antihypertensives|tricyclic_ad,tricyclic_ad,antihypertensives,0,0,0,0,,,,,
antihypertensives|two_c_x,two_c_x,antihypertensives,0,0,0,0,,,,,
antihypertensives|yopo,yopo,antihypertensives,0,0,0,0,,,,,
antipsychotics|antipsychotics,antipsychotics,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|atypical_ad,atypical_ad,antipsychotics,1,1,2,2,cohen_2021;halman_2024,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug-drug interactions involving classic psychedelics: A systematic review,cohen_2021::chunk::7ccc099822df,halman_2024::chunk::567a1313706a,cohen_2021::chunk::7ccc099822df;halman_2024::chunk::567a1313706a
antipsychotics|ayahuasca,ayahuasca,antipsychotics,1,20,20,4,halman_2024;malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Drug-drug interactions involving classic psychedelics: A systematic review | The pharmacological interaction of compounds in ayahuasca: a systematic review",halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a;malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb,halman_2024::chunk::567a1313706a;malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb
antipsychotics|belladonna,belladonna,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|benzodiazepines,antipsychotics,benzodiazepines,2,1,3,3,cohen_2021;halman_2024;veraart_2021,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug-drug interactions involving classic psychedelics: A systematic review | Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,cohen_2021::chunk::bbefec5b8cb7;veraart_2021::chunk::ce4a4d991954,halman_2024::chunk::567a1313706a,cohen_2021::chunk::bbefec5b8cb7;halman_2024::chunk::567a1313706a;veraart_2021::chunk::ce4a4d991954
antipsychotics|beta_blockers,antipsychotics,beta_blockers,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|beta_blockers_ccb,antipsychotics,beta_blockers_ccb,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|brugmansia,brugmansia,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|calcium_channel_blockers,antipsychotics,calcium_channel_blockers,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|cannabis,cannabis,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|clonidine,antipsychotics,clonidine,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|clonidine_guanfacine,antipsychotics,clonidine_guanfacine,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|cocaine,cocaine,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|dox,dox,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|five_meo_dmt,five_meo_dmt,antipsychotics,1,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|guanfacine,antipsychotics,guanfacine,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
antipsychotics|iboga,antipsychotics,iboga,0,0,0,0,,,,,
antipsychotics|kambo,kambo,antipsychotics,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::567a1313706a,halman_2024::chunk::567a1313706a
